company,month,product_family,product_line,warehouse,on_hand_qty,inventory_value_idr,avg_map_cost,item_count,negative_inventory_lines,zero_inventory_lines,negative_value_lines,is_high_value_inventory,is_slow_moving_indicator
Matapel Tradindo Sample,2024-01-01,Specialty Chemicals,Additives,Surabaya WH,651.14,23473018.917600002,54134.94,2,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Binders,Industrial Resins,Bandung WH,2518.6,189137541.18,75096.3,1,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Binders,Industrial Resins,Jakarta WH,4060.77,284469892.3563,70053.19,1,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Binders,Industrial Resins,Surabaya WH,6320.26,493193187.2448,63478.049999999996,2,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Colorants,Inorganic Pigments,Bandung WH,4562.08,346478261.8104,53776.805,2,1,0,1,False,False
Matapel Tradindo Sample,2024-01-01,Colorants,Inorganic Pigments,Jakarta WH,3844.92,219510097.0248,57090.94,1,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Colorants,Inorganic Pigments,Surabaya WH,1104.04,23742324.998,21504.95,1,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Colorants,Organic Pigments,Bandung WH,4609.82,212625319.9026,46124.43,1,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Colorants,Organic Pigments,Jakarta WH,6716.4400000000005,562865207.3053,83933.825,2,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Colorants,Organic Pigments,Surabaya WH,4215.08,363069456.4672,86135.84,1,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Solvents,Solvents,Bandung WH,9601.18,480738943.8799,47942.00666666666,3,0,0,0,False,False
Matapel Tradindo Sample,2024-01-01,Solvents,Solvents,Jakarta WH,5081.52,170115366.23520002,33477.26,1,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Specialty Chemicals,Additives,Jakarta WH,5809.12,159845445.132,47965.244999999995,2,1,0,1,False,False
Matapel Tradindo Sample,2024-02-01,Specialty Chemicals,Additives,Surabaya WH,2185.82,75292841.8904,46096.42,2,1,0,1,False,False
Matapel Tradindo Sample,2024-02-01,Binders,Industrial Resins,Bandung WH,2732.01,85663621.5153,31355.53,1,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Binders,Industrial Resins,Jakarta WH,6373.66,554639456.597,86302.79000000001,2,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Binders,Industrial Resins,Surabaya WH,2936.49,202534736.6979,68971.71,1,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Colorants,Inorganic Pigments,Bandung WH,5524.89,346639361.79810005,50790.35,2,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Colorants,Inorganic Pigments,Jakarta WH,4458.53,236659574.93539998,53080.18,1,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Colorants,Inorganic Pigments,Surabaya WH,-50.0,-1638930.5,32778.61,1,1,0,1,False,False
Matapel Tradindo Sample,2024-02-01,Colorants,Organic Pigments,Jakarta WH,7465.43,696824518.3657999,93098.47,2,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Colorants,Organic Pigments,Surabaya WH,8385.46,496790316.1766,60519.185000000005,2,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Solvents,Solvents,Bandung WH,6511.09,345258012.0827,51683.69,2,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Solvents,Solvents,Jakarta WH,2058.55,90237815.55100001,43835.62,1,0,0,0,False,False
Matapel Tradindo Sample,2024-02-01,Solvents,Solvents,Surabaya WH,4815.49,164142670.18109998,34086.39,1,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Specialty Chemicals,Additives,Surabaya WH,8950.67,337217428.2179,48265.380000000005,4,1,0,1,False,False
Matapel Tradindo Sample,2024-03-01,Binders,Industrial Resins,Bandung WH,6441.73,477801695.6404,73779.81,2,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Binders,Industrial Resins,Surabaya WH,7095.38,431189475.995,61104.630000000005,2,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Colorants,Inorganic Pigments,Bandung WH,3642.47,297028858.62,81546.0,1,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Colorants,Inorganic Pigments,Jakarta WH,2978.52,165706197.282,44677.695,2,1,0,1,False,False
Matapel Tradindo Sample,2024-03-01,Colorants,Inorganic Pigments,Surabaya WH,1565.6,32211828.599999998,20574.75,1,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Colorants,Organic Pigments,Jakarta WH,2990.8,292914884.512,97938.64,1,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Colorants,Organic Pigments,Surabaya WH,13191.869999999999,912311171.4825001,72088.60333333333,3,0,0,0,True,False
Matapel Tradindo Sample,2024-03-01,Solvents,Solvents,Bandung WH,5997.83,305379104.036,47979.8,2,0,0,0,False,False
Matapel Tradindo Sample,2024-03-01,Solvents,Solvents,Jakarta WH,5910.86,214176489.98029998,39019.305,2,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Specialty Chemicals,Additives,Bandung WH,3129.86,115339347.2208,36851.28,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Specialty Chemicals,Additives,Jakarta WH,256.38,12835649.049199998,63648.009999999995,2,1,0,1,False,False
Matapel Tradindo Sample,2024-04-01,Specialty Chemicals,Additives,Surabaya WH,5137.01,139396002.6663,27135.63,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Binders,Industrial Resins,Bandung WH,3473.91,105805154.7828,30457.08,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Binders,Industrial Resins,Jakarta WH,7269.24,543076439.8928,74706.89499999999,2,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Binders,Industrial Resins,Surabaya WH,3508.27,327787243.6771,93432.73,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Colorants,Inorganic Pigments,Bandung WH,4536.71,361911957.211,79774.1,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Colorants,Inorganic Pigments,Jakarta WH,6158.4400000000005,253106303.96829998,37462.585,2,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Colorants,Inorganic Pigments,Surabaya WH,-50.0,-1596664.5,31933.29,1,1,0,1,False,False
Matapel Tradindo Sample,2024-04-01,Colorants,Organic Pigments,Bandung WH,5790.219999999999,373145469.098,69055.08,2,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Colorants,Organic Pigments,Jakarta WH,4974.73,384346694.60129994,77259.81,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Colorants,Organic Pigments,Surabaya WH,3135.3,300777418.074,95932.58,1,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Solvents,Solvents,Jakarta WH,9462.029999999999,435718790.087,45611.51666666666,3,0,0,0,False,False
Matapel Tradindo Sample,2024-04-01,Solvents,Solvents,Surabaya WH,353.64,15274726.5468,43192.87,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Specialty Chemicals,Additives,Bandung WH,2899.41,100833390.4461,34777.21,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Specialty Chemicals,Additives,Jakarta WH,5137.450000000001,170963103.1088,41074.445,2,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Specialty Chemicals,Additives,Surabaya WH,18.45,1234202.9715,66894.47,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Binders,Industrial Resins,Bandung WH,7831.549999999999,635222189.2925,81845.9,2,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Binders,Industrial Resins,Jakarta WH,3058.91,88341565.51280001,28880.08,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Binders,Industrial Resins,Surabaya WH,4840.09,371015114.51309997,76654.59,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Colorants,Inorganic Pigments,Bandung WH,7149.49,389436842.65580004,49406.78,2,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Colorants,Inorganic Pigments,Jakarta WH,3201.42,177107932.7856,55321.68,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Colorants,Inorganic Pigments,Surabaya WH,-50.0,-1626865.0,32537.3,1,1,0,1,False,False
Matapel Tradindo Sample,2024-05-01,Colorants,Organic Pigments,Bandung WH,3878.91,365746884.6465,94291.15,1,0,0,0,False,False
Matapel Tradindo Sample,2024-05-01,Colorants,Organic Pigments,Surabaya WH,10200.84,730947796.4031,71118.15999999999,3,0,0,0,True,False
Matapel Tradindo Sample,2024-05-01,Solvents,Solvents,Bandung WH,4118.61,227190745.6307,48533.490000000005,2,1,0,1,False,False
Matapel Tradindo Sample,2024-05-01,Solvents,Solvents,Jakarta WH,4307.110000000001,159703565.69630003,40968.455,2,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Specialty Chemicals,Additives,Bandung WH,566.35,39935609.5635,70514.01,1,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Specialty Chemicals,Additives,Surabaya WH,6475.65,215115412.89569998,41114.450000000004,3,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Binders,Industrial Resins,Bandung WH,14370.57,1137940109.8962,80537.76,3,0,0,0,True,False
Matapel Tradindo Sample,2024-06-01,Binders,Industrial Resins,Jakarta WH,2408.28,73512939.6624,30525.08,1,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Colorants,Inorganic Pigments,Bandung WH,5904.29,445307928.4332,75421.08,1,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Colorants,Inorganic Pigments,Jakarta WH,-50.0,-1643779.4999999998,32875.59,1,1,0,1,False,False
Matapel Tradindo Sample,2024-06-01,Colorants,Inorganic Pigments,Surabaya WH,6809.24,265971919.66120005,38169.05,2,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Colorants,Organic Pigments,Bandung WH,8382.4,599322497.1651,70020.70666666667,3,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Colorants,Organic Pigments,Surabaya WH,4011.93,367272934.236,91545.2,1,0,0,0,False,False
Matapel Tradindo Sample,2024-06-01,Solvents,Solvents,Jakarta WH,9853.9,461903502.0682,44217.7075,4,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Specialty Chemicals,Additives,Jakarta WH,479.46,32602148.4744,67997.64,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Specialty Chemicals,Additives,Surabaya WH,7913.84,240264421.01520002,39437.486666666664,3,1,0,1,False,False
Matapel Tradindo Sample,2024-07-01,Binders,Industrial Resins,Bandung WH,7323.01,423060857.14479995,49199.7,2,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Binders,Industrial Resins,Jakarta WH,7531.49,566928315.5411,75274.39,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Binders,Industrial Resins,Surabaya WH,3534.99,335318829.2292,94857.08,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Colorants,Inorganic Pigments,Bandung WH,2995.75,72085995.16319999,26865.565000000002,2,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Colorants,Inorganic Pigments,Jakarta WH,3652.48,207380582.4896,56778.02,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Colorants,Inorganic Pigments,Surabaya WH,5178.12,404737807.8096,78163.08,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Colorants,Organic Pigments,Bandung WH,2714.42,128287913.70459999,47261.63,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Colorants,Organic Pigments,Jakarta WH,5725.68,460502171.95919997,81864.29000000001,2,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Colorants,Organic Pigments,Surabaya WH,3694.69,346081723.1407,93670.03,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Solvents,Solvents,Bandung WH,879.9300000000001,38627051.8924,43912.195,2,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Solvents,Solvents,Jakarta WH,1239.76,41027514.0536,33093.11,1,0,0,0,False,False
Matapel Tradindo Sample,2024-07-01,Solvents,Solvents,Surabaya WH,4786.26,259351299.7038,54186.63,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Specialty Chemicals,Additives,Bandung WH,1451.92,97691841.9128,67284.59,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Specialty Chemicals,Additives,Jakarta WH,9524.05,308950386.40419996,33366.665,2,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Specialty Chemicals,Additives,Surabaya WH,877.64,49617000.0148,56534.57,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Binders,Industrial Resins,Bandung WH,8115.06,659610378.1466,82623.425,2,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Binders,Industrial Resins,Jakarta WH,2249.93,68556829.5545,30470.65,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Binders,Industrial Resins,Surabaya WH,7759.9,586303046.8510001,75555.49,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Colorants,Inorganic Pigments,Jakarta WH,7554.92,507777854.4074,50106.535,2,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Colorants,Inorganic Pigments,Surabaya WH,3877.24,210855611.4836,44408.24,2,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Colorants,Organic Pigments,Bandung WH,2691.01,119793028.07010001,44516.01,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Colorants,Organic Pigments,Jakarta WH,5600.11,438637773.48609996,80258.70999999999,2,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Colorants,Organic Pigments,Surabaya WH,3961.68,366546360.1728,92522.96,1,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Solvents,Solvents,Jakarta WH,6300.370000000001,338250892.8693,49259.06333333333,3,0,0,0,False,False
Matapel Tradindo Sample,2024-08-01,Solvents,Solvents,Surabaya WH,1145.9,38126831.701000005,33272.39,1,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Specialty Chemicals,Additives,Bandung WH,11234.970000000001,419608126.1313,45987.3975,4,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Binders,Industrial Resins,Bandung WH,9877.28,618329403.7983999,53534.86,2,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Binders,Industrial Resins,Jakarta WH,4125.1,300605070.96900004,72872.19,1,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Binders,Industrial Resins,Surabaya WH,4091.73,386913211.3713,94559.81,1,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Colorants,Inorganic Pigments,Bandung WH,2348.09,58023609.309499994,27199.71,2,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Colorants,Inorganic Pigments,Surabaya WH,10244.18,703305316.3278,65551.38500000001,2,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Colorants,Organic Pigments,Bandung WH,12246.869999999999,915679971.6085,71365.27,3,0,0,0,True,False
Matapel Tradindo Sample,2024-09-01,Colorants,Organic Pigments,Jakarta WH,877.04,79736188.0744,90915.11,1,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Solvents,Solvents,Bandung WH,4198.44,223020167.15879998,53119.77,1,0,0,0,False,False
Matapel Tradindo Sample,2024-09-01,Solvents,Solvents,Jakarta WH,-50.0,-2215357.0,44307.14,1,1,0,1,False,False
Matapel Tradindo Sample,2024-09-01,Solvents,Solvents,Surabaya WH,3106.1899999999996,121498104.37509999,39245.045,2,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Specialty Chemicals,Additives,Bandung WH,4759.13,136497654.5386,28681.22,1,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Specialty Chemicals,Additives,Surabaya WH,6605.13,318666983.4227,53265.04,3,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Binders,Industrial Resins,Bandung WH,4558.24,430224559.50079995,94383.92,1,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Binders,Industrial Resins,Jakarta WH,15054.650000000001,913798123.3064001,59424.19,3,0,0,0,True,False
Matapel Tradindo Sample,2024-10-01,Colorants,Inorganic Pigments,Bandung WH,2640.11,62096355.043400005,26671.629999999997,2,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Colorants,Inorganic Pigments,Jakarta WH,2575.58,143386608.0164,55671.58,1,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Colorants,Inorganic Pigments,Surabaya WH,6337.75,474727642.68999994,74904.76,1,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Colorants,Organic Pigments,Jakarta WH,15420.27,1211915195.1598,75514.83,4,0,0,0,True,False
Matapel Tradindo Sample,2024-10-01,Solvents,Solvents,Bandung WH,2150.66,98220390.7811,44930.155,2,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Solvents,Solvents,Jakarta WH,4025.96,218178608.7224,54192.94,1,0,0,0,False,False
Matapel Tradindo Sample,2024-10-01,Solvents,Solvents,Surabaya WH,1419.51,48045942.0435,33846.85,1,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Specialty Chemicals,Additives,Bandung WH,7864.74,302389583.8829,42018.485,2,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Specialty Chemicals,Additives,Jakarta WH,4801.92,184361628.89600003,54110.880000000005,2,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Binders,Industrial Resins,Jakarta WH,5695.79,405075072.8307,71118.33,1,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Binders,Industrial Resins,Surabaya WH,14723.810000000001,977944018.8924,68039.29666666668,3,0,0,0,True,False
Matapel Tradindo Sample,2024-11-01,Colorants,Inorganic Pigments,Bandung WH,840.88,18585432.476800002,22102.36,1,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Colorants,Inorganic Pigments,Jakarta WH,9102.11,644544523.9645,65715.965,2,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Colorants,Inorganic Pigments,Surabaya WH,35.65,1227618.445,34435.3,1,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Colorants,Organic Pigments,Bandung WH,8730.64,607557564.5496,67981.975,2,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Colorants,Organic Pigments,Jakarta WH,8357.29,668760550.3659,82879.36499999999,2,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Solvents,Solvents,Jakarta WH,4000.13,204511460.0798,47619.79666666667,3,0,0,0,False,False
Matapel Tradindo Sample,2024-11-01,Solvents,Solvents,Surabaya WH,1525.39,49041990.179400004,32150.46,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Specialty Chemicals,Additives,Bandung WH,4737.07,170568958.49889997,36007.27,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Specialty Chemicals,Additives,Jakarta WH,9.99,679409.4105,68008.95,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Specialty Chemicals,Additives,Surabaya WH,9062.619999999999,353934147.8662,42486.490000000005,2,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Binders,Industrial Resins,Bandung WH,3007.78,275273980.657,91520.65,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Binders,Industrial Resins,Jakarta WH,10869.83,583576066.7077999,52398.91,2,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Binders,Industrial Resins,Surabaya WH,6027.62,414746065.912,68807.6,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Colorants,Inorganic Pigments,Bandung WH,10236.2,711272852.4350001,65099.295,2,0,0,0,True,False
Matapel Tradindo Sample,2024-12-01,Colorants,Inorganic Pigments,Jakarta WH,1039.97,22996856.61,22113.0,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Colorants,Inorganic Pigments,Surabaya WH,-50.0,-1713201.5,34264.03,1,1,0,1,False,False
Matapel Tradindo Sample,2024-12-01,Colorants,Organic Pigments,Bandung WH,1804.59,150546314.6649,83424.11,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Colorants,Organic Pigments,Surabaya WH,14547.61,1094026414.8315,72211.74333333333,3,0,0,0,True,False
Matapel Tradindo Sample,2024-12-01,Solvents,Solvents,Bandung WH,203.01,9043831.587,44548.7,1,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Solvents,Solvents,Jakarta WH,3807.4799999999996,200125957.9422,52276.29,2,0,0,0,False,False
Matapel Tradindo Sample,2024-12-01,Solvents,Solvents,Surabaya WH,2644.8,88843407.50400001,33591.73,1,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Specialty Chemicals,Additives,Bandung WH,14164.76,515682769.04510003,38743.71,3,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Specialty Chemicals,Additives,Surabaya WH,1235.43,91049053.70610002,73698.27,1,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Binders,Industrial Resins,Bandung WH,4824.06,146196515.14200002,30305.7,1,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Binders,Industrial Resins,Jakarta WH,14599.48,1114876574.0574,79197.56333333334,3,0,0,0,True,False
Matapel Tradindo Sample,2025-01-01,Colorants,Inorganic Pigments,Bandung WH,3410.68,162042702.8478,43432.125,2,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Colorants,Inorganic Pigments,Surabaya WH,9417.95,663893888.917,52083.82,2,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Colorants,Organic Pigments,Bandung WH,4933.35,450293198.589,91275.34,1,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Colorants,Organic Pigments,Jakarta WH,5485.18,339298300.59620005,67773.69,2,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Colorants,Organic Pigments,Surabaya WH,6963.27,521600938.6269,74907.47,1,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Solvents,Solvents,Bandung WH,1842.3500000000001,85121490.1975,45627.84,2,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Solvents,Solvents,Jakarta WH,2187.64,71192477.902,32543.05,1,0,0,0,False,False
Matapel Tradindo Sample,2025-01-01,Solvents,Solvents,Surabaya WH,2135.2,119733710.072,56076.11,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Specialty Chemicals,Additives,Bandung WH,12473.3,446048183.3205999,43764.16333333333,3,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Specialty Chemicals,Additives,Jakarta WH,4189.62,242510581.50539997,57883.67,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Binders,Industrial Resins,Bandung WH,9584.630000000001,748184221.2524,80098.69,2,0,0,0,True,False
Matapel Tradindo Sample,2025-02-01,Binders,Industrial Resins,Jakarta WH,4396.58,138405041.8528,31480.16,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Binders,Industrial Resins,Surabaya WH,4782.53,366346245.75289994,76600.93,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Colorants,Inorganic Pigments,Bandung WH,1606.27,34827836.8361,21682.43,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Colorants,Inorganic Pigments,Jakarta WH,11014.25,722379346.2448001,55534.96666666667,3,0,0,0,True,False
Matapel Tradindo Sample,2025-02-01,Colorants,Organic Pigments,Bandung WH,8082.74,622979852.8042,77075.33,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Colorants,Organic Pigments,Jakarta WH,5278.95,512258380.5734999,97037.93,1,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Colorants,Organic Pigments,Surabaya WH,5148.4400000000005,314572244.98899996,66405.52,2,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Solvents,Solvents,Bandung WH,4921.799999999999,214586602.46279997,42773.384999999995,2,0,0,0,False,False
Matapel Tradindo Sample,2025-02-01,Solvents,Solvents,Jakarta WH,2588.1,114247535.2324,43862.82,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Specialty Chemicals,Additives,Bandung WH,7245.4,315600228.24549997,53008.285,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Specialty Chemicals,Additives,Jakarta WH,11255.509999999998,458029070.0764,41675.715,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Binders,Industrial Resins,Bandung WH,11774.0,851170379.0799999,72703.42,2,0,0,0,True,False
Matapel Tradindo Sample,2025-03-01,Binders,Industrial Resins,Jakarta WH,7484.26,382850424.8506,60699.26,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Colorants,Inorganic Pigments,Bandung WH,4045.41,112931813.8365,27752.495,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Colorants,Inorganic Pigments,Surabaya WH,9268.45,673292137.6545,65405.935,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Colorants,Organic Pigments,Bandung WH,11576.02,758528235.1234001,59716.635,2,0,0,0,True,False
Matapel Tradindo Sample,2025-03-01,Colorants,Organic Pigments,Surabaya WH,6561.91,601886047.909,90489.86499999999,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Solvents,Solvents,Bandung WH,3899.14,143495053.0894,41470.05,2,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Solvents,Solvents,Jakarta WH,2533.07,137325121.2644,54212.92,1,0,0,0,False,False
Matapel Tradindo Sample,2025-03-01,Solvents,Solvents,Surabaya WH,1349.68,59203605.2256,43864.92,1,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Specialty Chemicals,Additives,Bandung WH,10004.07,435198328.47360003,52498.256666666675,3,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Specialty Chemicals,Additives,Jakarta WH,7032.97,250852888.24609998,35668.13,1,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Binders,Industrial Resins,Jakarta WH,14361.97,1086504919.8133,81603.57333333333,3,0,0,0,True,False
Matapel Tradindo Sample,2025-04-01,Binders,Industrial Resins,Surabaya WH,6444.36,186769217.0916,28981.81,1,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Colorants,Inorganic Pigments,Bandung WH,4607.08,203915944.8614,43592.66,2,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Colorants,Inorganic Pigments,Surabaya WH,9634.56,663671806.4716,51448.045,2,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Colorants,Organic Pigments,Bandung WH,1251.99,104905206.1323,83790.77,1,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Colorants,Organic Pigments,Jakarta WH,5968.42,555703411.7817999,93107.29,1,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Colorants,Organic Pigments,Surabaya WH,12453.210000000001,826404881.0443001,61824.42999999999,2,0,0,0,True,False
Matapel Tradindo Sample,2025-04-01,Solvents,Solvents,Jakarta WH,4674.71,237794889.1207,50296.96000000001,2,0,0,0,False,False
Matapel Tradindo Sample,2025-04-01,Solvents,Solvents,Surabaya WH,3472.65,120708427.01300001,39699.93,2,0,0,0,False,False
Matapel Tradindo Sample,2025-05-01,Specialty Chemicals,Additives,Bandung WH,4469.2,132744103.86569999,50518.305,2,0,0,0,False,False
Matapel Tradindo Sample,2025-05-01,Specialty Chemicals,Additives,Jakarta WH,11366.23,510143158.5753,47365.759999999995,2,0,0,0,False,False
Matapel Tradindo Sample,2025-05-01,Binders,Industrial Resins,Jakarta WH,10619.04,487503765.39779997,50847.42,2,0,0,0,False,False
Matapel Tradindo Sample,2025-05-01,Binders,Industrial Resins,Surabaya WH,9792.67,730001697.7246001,79930.795,2,0,0,0,True,False
